26.0
-47.0
-19.0
2.0
6.0
15.0
-12.0
43.0
-26.0
-34.0
-1.0
-10.0
52.0
-18.0
11.0
35.0
-27.0
-84.0
8.0
26.0
70.0
2.0
6.0
-33.0
-6.0
2.0
-22.0
11.0
15.0
49.0
-8.0
-2.0
58.0
-31.0
5.0
-21.0
9.0
13.0
-26.0
-21.0
23.0
14.0
18.0
-25.0
-3.0
-1.0
-13.0
14.0
5.0
-33.0
-16.0
0.0
-11.0
16.0
-6.0
-4.0
15.0
1.0
31.0
-17.0
1.0
13.0
7.0
-9.0
55.0
-4.0
-7.0
38.0
-6.0
-19.0
