60.0,20:36:24.439847
60.0,20:36:26.178538
60.0,20:36:27.929519
60.0,20:36:29.735503
60.0,20:36:31.512788
60.0,20:36:33.255207
60.0,20:36:34.985174
60.0,20:36:36.690254
60.0,20:36:38.403968
60.0,20:36:40.068549
60.0,20:36:41.809356
60.0,20:36:43.580468
60.0,20:36:45.329315
60.0,20:36:47.177635
60.0,20:36:48.912071
60.0,20:36:50.719984
60.0,20:36:52.389019
60.0,20:36:54.153446
60.0,20:36:55.853842
60.0,20:36:57.545662
60.0,20:36:59.299385
60.0,20:37:00.989628
60.0,20:37:02.748612
60.0,20:37:04.591300
60.0,20:37:06.280701
60.0,20:37:07.953752
60.0,20:37:09.774208
60.0,20:37:11.456578
